Country,Year,Share below $3 a day
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1982,37.508644
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1983,36.812866
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1984,36.17801
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1985,35.68763
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1986,35.47085
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1987,35.53937
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1988,35.062885
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1989,34.937195
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1990,34.225975
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1991,31.966194
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1992,28.197962
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1993,28.328402
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1994,25.72211
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1995,25.34151
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1996,23.103191
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1997,22.713238
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1998,23.13918
"Middle East, North Africa, Afghanistan and Pakistan (WB)",1999,23.39789
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2000,23.831161
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2001,24.587162
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2002,24.161545
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2003,22.219893
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2004,19.924938
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2005,18.839342
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2006,17.64498
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2007,16.734863
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2008,14.690568
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2009,15.239829
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2010,13.368234
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2011,12.9734535
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2012,12.284622
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2013,11.631001
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2014,11.492488
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2015,11.331252
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2016,11.344019
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2017,11.057938
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2018,11.05671
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2019,11.637239
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2020,12.603667
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2021,13.436042
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2022,13.457148
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2023,13.890441
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2024,14.369944
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2025,14.669502
"Middle East, North Africa, Afghanistan and Pakistan (WB)",2026,14.529453
Moldova,1997,19.097189
Moldova,1998,31.90572
Moldova,1999,43.974964
Moldova,2000,40.99764
Moldova,2001,32.1912
Moldova,2002,19.929548
Moldova,2003,10.031996
Moldova,2004,11.552186
Moldova,2005,16.580664
Moldova,2006,3.4036539
Moldova,2007,1.5820829
Moldova,2008,1.6971195
Moldova,2009,1.4702772
Moldova,2010,0.8351476
Moldova,2011,0.4649463
Moldova,2012,0.5213617
Moldova,2013,0.147605
Moldova,2014,0.0049855867
Moldova,2015,0.054945137
Moldova,2016,0.16489004
Moldova,2017,0.061244413
Moldova,2018,0.018238723
Moldova,2019,0.02864514
Moldova,2020,0.01607856
Moldova,2021,0.16464782
Moldova,2022,0.039553065
Moldova,2023,0.1292224
Mongolia,1995,22.138
Mongolia,1998,39.707
Mongolia,2002,18.70258
Mongolia,2007,4.0001597
Mongolia,2010,3.5004847
Mongolia,2011,2.1910548
Mongolia,2012,1.0826794
Mongolia,2014,0.780601
Mongolia,2016,1.9383699
Mongolia,2018,1.6911339
Mongolia,2022,0.4398251
Montenegro,2012,5.601729
Montenegro,2013,5.1655703
Montenegro,2014,3.860695
Montenegro,2015,3.6147053
Montenegro,2016,3.317847
Montenegro,2017,4.6466627
Montenegro,2018,3.9086416
Montenegro,2019,2.4932585
Montenegro,2020,2.243258
Montenegro,2021,2.493799
Morocco,1984,22.367
Morocco,1990,11.247625
Morocco,1998,17.49383
Morocco,2000,16.794083
Morocco,2006,9.374068
Morocco,2013,3.675868
Mozambique,1996,87.6932
Mozambique,2002,87.56608
Mozambique,2008,81.12763
Mozambique,2014,74.3878
Mozambique,2019,81.63159
Mozambique,2022,81.361374
Myanmar,2015,18.2407
Myanmar,2017,10.266229
Namibia,1993,60.281002
Namibia,2003,47.60913
Namibia,2009,38.590122
Namibia,2015,22.863062
Nauru,2012,9.718575
Nepal,1984,82.972
Nepal,1995,71.14987
Nepal,2003,55.892544
Nepal,2010,22.067802
Nepal,2022,2.4363146
Netherlands,1983,0.70000005
Netherlands,1987,0.4
Netherlands,1990,1.1
Netherlands,1993,1.4000001
Netherlands,1999,0.3
Netherlands,2004,0.34075838
Netherlands,2005,0.14832005
Netherlands,2006,0.045792855
Netherlands,2007,0.02863133
Netherlands,2008,0.17444691
Netherlands,2009,0.22817014
Netherlands,2010,0.047438905
Netherlands,2011,0.13945085
Netherlands,2012,0.07584219
Netherlands,2013,0.09081408
Netherlands,2014,0.1491275
Netherlands,2015,0.0682569
Netherlands,2016,0.057693757
Netherlands,2017,0.20608893
Netherlands,2018,0.11213846
Netherlands,2019,0.0957287
Netherlands,2020,0.040797565
Netherlands,2021,0.09726311
Nicaragua,1993,47.135868
Nicaragua,1998,34.746284
Nicaragua,2001,26.310057
Nicaragua,2005,16.497967
Nicaragua,2009,13.9141035
Nicaragua,2014,6.570378
Niger,1992,88.037
Niger,1994,88.91248
Niger,2005,83.848526
Niger,2007,82.92745
Niger,2011,68.840935
Niger,2014,60.30375
Niger,2018,59.0125
Niger,2021,60.48987
Nigeria,1985,51.055996
Nigeria,1992,55.165226
Nigeria,1996,60.907913
Nigeria,2003,51.09696
Nigeria,2010,38.485058
Nigeria,2012,37.443413
Nigeria,2015,35.766582
Nigeria,2018,34.192905
Nigeria,2022,41.81955
North America (WB),1981,0.5820929
North America (WB),1982,0.7158329
North America (WB),1983,0.6569965
North America (WB),1984,0.59936714
North America (WB),1985,0.5927194
North America (WB),1986,0.62859833
North America (WB),1987,0.52637017
North America (WB),1988,0.4716942
North America (WB),1989,0.5325152
North America (WB),1990,0.5448039
North America (WB),1991,0.5882257
North America (WB),1992,0.5878095
North America (WB),1993,0.653015
North America (WB),1994,0.6697232
North America (WB),1995,0.62726957
North America (WB),1996,0.59819293
North America (WB),1997,0.6682975
North America (WB),1998,0.76789606
North America (WB),1999,0.6553988
North America (WB),2000,0.67563504
North America (WB),2001,0.8244657
North America (WB),2002,0.78184706
North America (WB),2003,0.9085258
North America (WB),2004,0.93958265
North America (WB),2005,0.92399645
North America (WB),2006,0.9355176
North America (WB),2007,0.9091124
North America (WB),2008,0.97801423
North America (WB),2009,0.8656835
North America (WB),2010,1.0066285
North America (WB),2011,0.9639401
North America (WB),2012,0.973275
North America (WB),2013,0.9754942
North America (WB),2014,1.1668897
North America (WB),2015,1.0964113
North America (WB),2016,1.0376816
North America (WB),2017,1.1437607
North America (WB),2018,0.98928493
North America (WB),2019,0.9018368
North America (WB),2020,0.303712
North America (WB),2021,0.27256343
North America (WB),2022,1.20443
North America (WB),2023,1.0771841
North America (WB),2024,0.93769544
North America (WB),2025,0.93297946
North America (WB),2026,0.9283226
North Macedonia,2009,12.120989
North Macedonia,2010,12.81778
North Macedonia,2011,10.932924
North Macedonia,2012,9.110047
North Macedonia,2013,7.3808966
North Macedonia,2014,6.444037
North Macedonia,2015,7.0044913
North Macedonia,2016,5.6886806
North Macedonia,2017,5.6397276
North Macedonia,2018,4.279975
North Macedonia,2019,3.9403512
Norway,1979,0.3
Norway,1986,0.2
Norway,1991,0.4
Norway,1995,0.4
Norway,2000,0.3
Norway,2003,0.21880373
Norway,2004,0.29486296
Norway,2005,0.21207234
Norway,2006,0.16450223
Norway,2007,0.15434334
Norway,2008,0.24015102
Norway,2009,0.086947724
Norway,2010,0.15098813
Norway,2011,0.12849998
Norway,2012,0.1271743
Norway,2013,0.16490208
Norway,2014,0.11292123
Norway,2015,0.17004924
Norway,2016,0.28067333
Norway,2017,0.29165247
Norway,2018,0.28180093
Norway,2019,0.19042723
Norway,2020,0.29495806
Norway,2021,0.17024024
Norway,2022,0.29465964
Norway,2023,0.19705932
Pakistan,1987,80.62594
Pakistan,1990,79.46474
Pakistan,1996,45.318882
Pakistan,1998,50.284134
Pakistan,2001,56.245186
Pakistan,2004,40.866104
Pakistan,2005,40.80809
Pakistan,2007,34.867947
Pakistan,2010,26.655596
Pakistan,2011,25.933521
Pakistan,2013,21.246376
Pakistan,2015,16.911457
Pakistan,2018,16.51617
Pakistan,2024,22.956306
Palestine,2004,1.7528541
Palestine,2005,1.2593001
Palestine,2006,0.47396934
Palestine,2007,2.92732
Palestine,2009,0.6099957
Palestine,2010,0.6476695
Palestine,2011,0.3743927
Palestine,2016,1.3776547
Palestine,2023,2.0733128
Panama,1979,15.648
Panama,1989,29.772516
Panama,1991,27.123123
Panama,1995,21.116676
Panama,1997,19.907797
Panama,1998,19.76904
Panama,1999,17.71558
Panama,2000,16.345102
Panama,2001,20.784203
Panama,2002,17.210354
Panama,2003,16.796629
Panama,2004,15.543671
Panama,2005,14.542024
Panama,2006,15.718889
Panama,2007,12.972149
Panama,2008,9.001661
Panama,2009,6.6456666
Panama,2010,7.658606
Panama,2011,6.0812225
Panama,2012,7.438282
Panama,2013,5.9178905
Panama,2014,6.379958
Panama,2015,4.7844744
Panama,2016,4.798022
Panama,2017,4.276578
Panama,2018,3.746503
Panama,2019,2.9157352
Panama,2021,3.3005018
Panama,2023,3.73237
Panama,2024,3.1258318
Papua New Guinea,1996,62.80415
Papua New Guinea,2009,52.21029
Paraguay,1990,2.5467465
Paraguay,1995,18.304663
Paraguay,1997,14.908438
Paraguay,1999,15.035844
Paraguay,2001,13.470457
Paraguay,2002,19.587046
Paraguay,2003,13.827893
Paraguay,2004,10.718931
Paraguay,2005,10.052331
Paraguay,2006,14.076844
Paraguay,2007,12.561173
Paraguay,2008,7.9131575
Paraguay,2009,9.129017
Paraguay,2010,9.382184
Paraguay,2011,8.943326
Paraguay,2012,6.437838
Paraguay,2013,4.1128507
Paraguay,2014,4.26679
Paraguay,2015,4.2111597
Paraguay,2016,4.169227
Paraguay,2017,2.375072
Paraguay,2018,3.0729103
Paraguay,2019,2.4438963
Paraguay,2020,2.5551214
Paraguay,2021,1.8594977
Paraguay,2022,3.232262
Paraguay,2023,2.3929317
Paraguay,2024,2.1053329
Peru,1997,26.86456
Peru,1998,25.714159
Peru,1999,26.29624
Peru,2000,25.541615
Peru,2001,27.397076
Peru,2002,24.392582
Peru,2003,22.456728
Peru,2004,23.548195
Peru,2005,25.375208
Peru,2006,21.847258
Peru,2007,18.893312
Peru,2008,15.808908
Peru,2009,13.673301
Peru,2010,11.2005625
Peru,2011,10.339926
Peru,2012,9.527239
Peru,2013,8.616563
Peru,2014,7.9933114
Peru,2015,7.958062
Peru,2016,7.469328
Peru,2017,7.314062
Peru,2018,6.07525
Peru,2019,5.419252
Peru,2020,10.308157
Peru,2021,5.1898446
Peru,2022,4.840824
Peru,2023,5.878739
Peru,2024,5.140564
Philippines,1985,43.339
Philippines,1988,40.999447
Philippines,1991,40.636
Philippines,1994,38.753
Philippines,1997,30.72833
Philippines,2000,28.786373
Philippines,2003,26.257301
Philippines,2006,27.857786
Philippines,2009,23.438253
Philippines,2012,24.937525
Philippines,2015,18.93885
Philippines,2018,13.40988
Philippines,2021,15.6957445
Philippines,2023,11.531733
Poland,1985,0
Poland,1986,0.6
Poland,1987,0
Poland,1989,0
Poland,1992,0.2
Poland,1995,2.6000001
Poland,1999,0.9
Poland,2004,2.8489118
Poland,2005,1.3787447
Poland,2006,0.9311711
Poland,2007,0.58085483
Poland,2008,0.32259944
Poland,2009,0.5511034
Poland,2010,0.57078034
Poland,2011,0.5596259
Poland,2012,0.42736632
Poland,2013,0.5683811
Poland,2014,0.5662562
Poland,2015,0.52365065
Poland,2016,0.3610555
Poland,2017,0.42318353
Poland,2018,0.30601275
Poland,2019,0.10246086
Poland,2020,0.1890685
Poland,2021,0.11429503
Poland,2022,0.3239149
Poland,2023,0.24412745
Portugal,2003,1.0826147
Portugal,2004,0.6648847
Portugal,2005,0.7043592
Portugal,2006,0.17538972
Portugal,2007,0.6144972
Portugal,2008,0.34787798
Portugal,2009,0.170344
Portugal,2010,0.21967499
Portugal,2011,0.62357557
Portugal,2012,0.8823911
Portugal,2013,1.0437044
Portugal,2014,0.77669626
Portugal,2015,0.7302582
Portugal,2016,0.41006288
Portugal,2017,0.44082943
Portugal,2018,0.3823886
Portugal,2019,0.18491471
Portugal,2020,0.6367835
Portugal,2021,0.3274342
Portugal,2022,0.22474506
Portugal,2023,0.41326326
Qatar,2017,0
Romania,1989,0
Romania,1992,0
Romania,1994,18.412
Romania,1995,3.5
Romania,1997,4.2
Romania,2006,11.075025
Romania,2007,8.143267
Romania,2008,6.045683
Romania,2009,5.3453255
Romania,2010,6.291244
Romania,2011,7.1170635
Romania,2012,8.368191
Romania,2013,8.744313
Romania,2014,8.885923
Romania,2015,7.5997443
Romania,2016,5.222363
Romania,2017,4.8952637
Romania,2018,3.7382538
Romania,2019,3.0924563
Romania,2020,2.4292545
Romania,2021,2.0289817
Romania,2022,1.4528089
Romania,2023,0.70015216
Russia,1993,6.221
Russia,1996,7.126
Russia,1997,2.7285583
Russia,1998,3.9994066
Russia,1999,7.218096
Russia,2000,5.125544
Russia,2001,3.1842058
Russia,2002,2.0334957
Russia,2003,2.1288028
Russia,2004,1.8141247
Russia,2005,1.4150336
Russia,2006,0.9109315
Russia,2007,0.44557235
Russia,2008,0.18337552
Russia,2009,0.16066284
Russia,2010,0.19229263
Russia,2011,0.09720118
Russia,2012,0.09354452
Russia,2013,0.05873444
Russia,2014,0.05444818
Russia,2015,0.08843382
Russia,2016,0.06396301
Russia,2017,0.101174474
Russia,2018,0.09523157
Russia,2019,0.07635302
Russia,2020,0.041680403
Rwanda,2000,82.31383
Rwanda,2005,74.160614
Rwanda,2010,70.16232
Rwanda,2013,65.241
Rwanda,2016,63.843815
Rwanda,2023,38.55049
Rwanda (rural),1984,73.525
Saint Lucia,1995,41.524
Saint Lucia,2015,6.40365
Samoa,2002,5.88809
Samoa,2008,3.7428565
Samoa,2013,4.458564
Sao Tome and Principe,2000,17.27676
Sao Tome and Principe,2010,18.949749
Sao Tome and Principe,2017,13.006117
Senegal,1991,77.326
Senegal,1994,72.205
Senegal,2001,63.895477
Senegal,2005,53.572227
Senegal,2011,53.287525
Senegal,2018,19.149698
Senegal,2021,17.887472
Serbia,2012,7.1459503
Serbia,2013,7.834584
Serbia,2014,8.878855
Serbia,2015,8.409902
Serbia,2016,8.09296
Serbia,2017,6.6460147
Serbia,2018,4.1540093
Serbia,2019,2.7242732
Serbia,2020,2.0365922
Serbia,2021,1.6963208
Serbia,2022,2.039072
Serbia,2023,1.09419
Seychelles,1999,1.7591751
Seychelles,2006,0.6121244
Seychelles,2013,1.5764601
Seychelles,2018,0.6736329
Sierra Leone,2003,72.354355
Sierra Leone,2011,53.69758
Sierra Leone,2018,41.4852
Slovakia,1992,0.1
Slovakia,1996,1.8
Slovakia,2004,0.20227428
Slovakia,2005,0.25429624
Slovakia,2006,0.32030517
Slovakia,2007,0.5687791
Slovakia,2008,0.5168623
Slovakia,2009,0.609363
Slovakia,2010,0.5963418
Slovakia,2011,0.60573095
Slovakia,2012,0.5045851
Slovakia,2013,0.4396974
Slovakia,2014,0.88939935
Slovakia,2015,0.7978781
Slovakia,2016,1.5438128
Slovakia,2017,0.57615745
Slovakia,2018,0.5082215
Slovakia,2019,0.2315894
Slovakia,2020,0.2950257
Slovakia,2021,0.34402588
Slovakia,2022,0.6956504
Slovakia,2023,0.45213726
Slovenia,1987,0
Slovenia,1993,0
Slovenia,1997,0.1
Slovenia,1999,0.2
Slovenia,2004,0.11315412
Slovenia,2005,0.12446742
Slovenia,2006,0.07895565
Slovenia,2007,0.03538162
Slovenia,2008,0
Slovenia,2009,0.016037244
Slovenia,2010,0.009157744
Slovenia,2011,0
Slovenia,2012,0.026254445
Slovenia,2013,0.021756856
Slovenia,2014,0
Slovenia,2015,0.004852958
Slovenia,2016,0
Slovenia,2017,0
Slovenia,2018,0
Slovenia,2019,0
Slovenia,2020,0
Slovenia,2021,0
Slovenia,2022,0
Slovenia,2023,0
Solomon Islands,2005,62.187363
Solomon Islands,2012,40.301487
South Africa,1993,44.618
South Africa,2000,47.91
South Africa,2005,40.699802
South Africa,2008,37.00637
South Africa,2010,27.839518
South Africa,2014,27.90018
South Africa,2022,17.43592
South Asia (WB),1981,55.90119
South Asia (WB),1982,54.234833
South Asia (WB),1983,50.865097
South Asia (WB),1984,50.746284
South Asia (WB),1985,50.60625
South Asia (WB),1986,50.736332
South Asia (WB),1987,51.277046
South Asia (WB),1988,51.138695
South Asia (WB),1989,50.407867
South Asia (WB),1990,49.675636
South Asia (WB),1991,49.62972
South Asia (WB),1992,48.940044
South Asia (WB),1993,48.132053
South Asia (WB),1994,47.446724
South Asia (WB),1995,47.11105
South Asia (WB),1996,46.79186
South Asia (WB),1997,46.73041
South Asia (WB),1998,46.644516
South Asia (WB),1999,46.27101
South Asia (WB),2000,46.105747
South Asia (WB),2001,46.02601
South Asia (WB),2002,45.978714
South Asia (WB),2003,45.587048
South Asia (WB),2004,44.987
South Asia (WB),2005,43.347942
South Asia (WB),2006,40.72013
South Asia (WB),2007,38.11148
South Asia (WB),2008,36.8403
South Asia (WB),2009,34.609966
South Asia (WB),2010,30.400211
South Asia (WB),2011,27.55314
South Asia (WB),2012,25.232788
South Asia (WB),2013,22.785854
South Asia (WB),2014,20.030416
South Asia (WB),2015,17.127934
South Asia (WB),2016,14.3697815
South Asia (WB),2017,11.946313
South Asia (WB),2018,9.943872
South Asia (WB),2019,8.713668
South Asia (WB),2020,9.390138
South Asia (WB),2021,7.870245
South Asia (WB),2022,6.129177
South Asia (WB),2023,4.6760087
South Asia (WB),2024,3.7819662
South Asia (WB),2025,3.0836737
South Asia (WB),2026,2.5123148
South Korea,2006,0.5
South Korea,2008,0.5
South Korea,2010,0.5
South Korea,2012,0.5
South Korea,2014,0.3
South Korea,2016,0.2
South Korea,2017,0.2
South Korea,2018,0.2
South Korea,2019,0.2
South Korea,2020,0.1
South Korea,2021,0.1
South Sudan,2009,44.87714
South Sudan,2016,76.50265
Spain,1980,0.8
Spain,1985,0.5
Spain,1990,0.6
Spain,1993,1.4000001
Spain,1994,1.3000001
Spain,1995,1.6
Spain,1996,1.6
Spain,1997,1
Spain,1998,1.1
Spain,1999,0.70000005
Spain,2000,0.9
Spain,2003,0.90824413
Spain,2004,1.0159495
Spain,2005,0.8567684
Spain,2006,0.8842268
Spain,2007,0.5590894
Spain,2008,0.55873156
Spain,2009,0.8649965
Spain,2010,0.74951375
Spain,2011,1.2902318
Spain,2012,1.0190789
Spain,2013,1.309105
Spain,2014,0.947536
Spain,2015,1.054392
Spain,2016,1.299179
Spain,2017,0.8333411
Spain,2018,0.9773518
Spain,2019,0.8941992
Spain,2020,1.0968449
Spain,2021,0.657791
Spain,2022,0.78522825
Spain,2023,0.8134084
Sri Lanka,1985,28.246998
Sri Lanka,1990,23.371597
Sri Lanka,1995,23.032215
Sri Lanka,2002,20.707987
Sri Lanka,2006,12.160678
Sri Lanka,2009,7.8060975
Sri Lanka,2012,6.3621187
Sri Lanka,2016,3.8126643
Sri Lanka,2019,2.705454
Sub-Saharan Africa (WB),1981,57.53624
Sub-Saharan Africa (WB),1982,58.416813
Sub-Saharan Africa (WB),1983,59.94534
Sub-Saharan Africa (WB),1984,60.724575
Sub-Saharan Africa (WB),1985,60.74201
Sub-Saharan Africa (WB),1986,60.63366
Sub-Saharan Africa (WB),1987,60.62752
Sub-Saharan Africa (WB),1988,60.70571
Sub-Saharan Africa (WB),1989,60.96484
Sub-Saharan Africa (WB),1990,61.50197
Sub-Saharan Africa (WB),1991,62.759026
Sub-Saharan Africa (WB),1992,63.846714
Sub-Saharan Africa (WB),1993,64.54742
Sub-Saharan Africa (WB),1994,64.60857
Sub-Saharan Africa (WB),1995,64.44747
Sub-Saharan Africa (WB),1996,63.857357
Sub-Saharan Africa (WB),1997,63.474854
Sub-Saharan Africa (WB),1998,63.425488
Sub-Saharan Africa (WB),1999,63.1153
Sub-Saharan Africa (WB),2000,62.43366
Sub-Saharan Africa (WB),2001,61.24559
Sub-Saharan Africa (WB),2002,60.848682
Sub-Saharan Africa (WB),2003,59.854214
Sub-Saharan Africa (WB),2004,56.89408
Sub-Saharan Africa (WB),2005,55.350994
Sub-Saharan Africa (WB),2006,54.27336
Sub-Saharan Africa (WB),2007,53.10761
Sub-Saharan Africa (WB),2008,51.865417
Sub-Saharan Africa (WB),2009,51.394802
Sub-Saharan Africa (WB),2010,49.402405
Sub-Saharan Africa (WB),2011,48.41099
Sub-Saharan Africa (WB),2012,47.163643
Sub-Saharan Africa (WB),2013,46.13857
Sub-Saharan Africa (WB),2014,45.306744
Sub-Saharan Africa (WB),2015,45.367634
Sub-Saharan Africa (WB),2016,45.13601
Sub-Saharan Africa (WB),2017,44.5963
Sub-Saharan Africa (WB),2018,44.134995
Sub-Saharan Africa (WB),2019,43.873035
Sub-Saharan Africa (WB),2020,46.000267
Sub-Saharan Africa (WB),2021,46.21463
Sub-Saharan Africa (WB),2022,45.70932
Sub-Saharan Africa (WB),2023,45.644665
Sub-Saharan Africa (WB),2024,45.089714
Sub-Saharan Africa (WB),2025,44.249195
Sub-Saharan Africa (WB),2026,43.289204
Sudan,2009,13.089297
Sudan,2014,10.0999565
Suriname,2022,2.1780427
Suriname (urban),1999,20.602125
Sweden,1975,0.5
Sweden,1981,0.4
Sweden,1987,0.2
Sweden,1992,0.2
Sweden,1995,0.5
Sweden,2000,0.1
Sweden,2001,0.2
Sweden,2002,0.1
Sweden,2003,0.35364163
Sweden,2004,0.45437506
Sweden,2005,1.1382971
Sweden,2006,0.4128702
Sweden,2007,0.45739165
Sweden,2008,0.65907276
Sweden,2009,0.5270563
Sweden,2010,0.6387346
Sweden,2011,0.65806067
Sweden,2012,0.47474882
Sweden,2013,0.65087146
Sweden,2014,0.5263104
Sweden,2015,0.64919126
Sweden,2016,0.42260933
Sweden,2017,0.2654956
Sweden,2018,0.8583864
Sweden,2019,0.36009297
Sweden,2020,0.45124763
Sweden,2021,0.643469
Sweden,2022,1.2714953
Sweden,2023,0.8379481
Switzerland,1982,0.70000005
Switzerland,1992,0.6
Switzerland,2000,0.1
Switzerland,2002,0
Switzerland,2004,0.1
Switzerland,2006,0.076077275
Switzerland,2007,0.07089548
Switzerland,2008,0.07835182
Switzerland,2009,0.038057733
Switzerland,2010,0.07125038
Switzerland,2011,0.010514374
Switzerland,2012,0.008965495
Switzerland,2013,0.042183742
Switzerland,2014,0.032768063
Switzerland,2015,0.030542554
Switzerland,2016,0.04491901
Switzerland,2017,0.02182594
Switzerland,2018,0.035259385
Switzerland,2019,0.017386846
Switzerland,2020,0.07052665
Switzerland,2021,0.03814099
Switzerland,2022,0.20869467
Syria,1996,1.1609879
Syria,2003,0.45990673
Syria,2006,0
Syria,2009,0
Syria,2022,17.961851
Taiwan,1981,0.1
Taiwan,1986,0.1
Taiwan,1991,0
Taiwan,1995,0.5
Taiwan,1997,0
Taiwan,2000,0
Taiwan,2005,0
Taiwan,2007,0
Taiwan,2010,0.2
Taiwan,2013,0.1
Taiwan,2016,0.1
Taiwan,2017,0.1
Taiwan,2018,0.1
Taiwan,2019,0.1
Taiwan,2020,0.1
Taiwan,2021,0.1
Tajikistan,1999,79.43606
Tajikistan,2003,56.009247
Tajikistan,2004,37.15609
Tajikistan,2007,24.190775
Tajikistan,2009,15.707685
Tajikistan,2015,13.330254
Tajikistan,2021,9.067149
Tajikistan,2022,8.852836
Tajikistan,2023,7.291276
Tajikistan,2024,6.1335406
Tanzania,1991,73.4562
Tanzania,2000,86.93736
Tanzania,2007,61.875175
Tanzania,2011,51.53245
Tanzania,2018,51.346867
Thailand,1981,30.998999
Thailand,1988,26.706999
Thailand,1990,21.051672
Thailand,1992,16.214731
Thailand,1994,9.249987
Thailand,1996,6.424815
Thailand,1998,5.7169533
Thailand,1999,8.32063
Thailand,2000,8.432363
Thailand,2002,4.658517
Thailand,2004,3.0930886
Thailand,2006,2.219008
Thailand,2007,1.2836678
Thailand,2008,0.9915566
Thailand,2009,0.7856127
Thailand,2010,0.7086167
Thailand,2011,0.30310607
Thailand,2012,0.38783246
Thailand,2013,0.21261503
Thailand,2014,0.2288203
Thailand,2015,0.1318818
Thailand,2016,0.13783772
Thailand,2017,0.10010591
Thailand,2018,0.10643604
Thailand,2019,0.13463362
Thailand,2020,0.06304341
Thailand,2021,0.028600827
Thailand,2022,0.020269364
Thailand,2023,0.004842255
Thailand,2024,0.014684569
Togo,2006,67.64996
Togo,2011,65.49431
Togo,2015,61.697342
Togo,2018,35.308163
Togo,2021,34.661133
Tonga,2000,4.5745196
Tonga,2009,3.6400874
Tonga,2015,3.9901593
Tonga,2021,0.40881905
Trinidad and Tobago,1988,0.58599997
Trinidad and Tobago,1992,3.238
Tunisia,1985,21.607
Tunisia,1990,16.295
Tunisia,1995,17.357
Tunisia,2000,10.512
Tunisia,2005,5.9001074
Tunisia,2010,3.1289332
Tunisia,2015,0.6576977
Tunisia,2021,0.6540434
Turkey,1987,9.014999
Turkey,1994,10.052
Turkey,2002,7.626911
Turkey,2003,10.018395
Turkey,2004,6.5839424
Turkey,2005,6.5420976
Turkey,2006,4.8248677
Turkey,2007,3.9673734
Turkey,2008,3.2701719
Turkey,2009,2.9779794
Turkey,2010,2.813836
Turkey,2011,1.9965069
Turkey,2012,1.7021613
Turkey,2013,1.5183681
Turkey,2014,1.0181623
Turkey,2015,1.3328121
Turkey,2016,0.8960857
Turkey,2017,1.1253557
Turkey,2018,0.99603695
Turkey,2019,1.2772818
Turkey,2020,1.1410935
Turkey,2021,0.9449698
Turkey,2022,0.5295797
Turkey,2023,0.17505723
Turkmenistan,1998,35.07586
Tuvalu,2010,8.9907875
Uganda,1989,72.77
Uganda,1992,79.88793
Uganda,1996,78.5472
Uganda,1999,80.60729
Uganda,2002,78.57561
Uganda,2005,72.403595
Uganda,2009,63.549877
Uganda,2012,56.162113
Uganda,2016,60.105316
Uganda,2019,59.784378
Ukraine,1992,8.074187
Ukraine,1993,5.1116376
Ukraine,1995,14.498
Ukraine,1996,15.238777
Ukraine,2002,6.2564626
Ukraine,2003,3.2376096
Ukraine,2004,2.7920778
Ukraine,2005,1.1141379
Ukraine,2006,0.66708416
Ukraine,2007,0.46176934
Ukraine,2008,0.12728716
Ukraine,2009,0.31702265
Ukraine,2010,0.13373865
Ukraine,2011,0.07094681
Ukraine,2012,0.13678427
Ukraine,2013,0.05296205
Ukraine,2014,0.026385983
Ukraine,2015,0.2730814
Ukraine,2016,0.24907406
Ukraine,2017,0.08330421
Ukraine,2018,0.23609516
Ukraine,2019,0.18007751
Ukraine,2020,0.033767752
United Arab Emirates,2013,0
United Arab Emirates,2018,0
United Kingdom,1968,0.2
United Kingdom,1969,0.2
